model_family,track,feature_set,mode,fold,feature,gain_importance,split_importance,gain_share
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_ema_20_ratio,213.26137828826904,22.0,0.0084961550841564
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,rolling_vol_20,274.0885603427887,27.0,0.0109194591827019
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_sma_50_ratio,276.2118308544159,27.0,0.011004048505425
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_ema_50_ratio,182.9310793876648,18.0,0.0072878213236007
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,rolling_vol_50,357.28064036369324,33.0,0.0142337621254305
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_sma_100_ratio,416.1636781692505,38.0,0.016579613141858
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_ema_100_ratio,276.7508399486542,28.0,0.0110255221772787
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,rolling_vol_100,453.73009300231934,44.0,0.0180762277137946
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_sma_200_ratio,381.6262516975403,39.0,0.015203670934851
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,close_ema_200_ratio,498.88033723831177,47.0,0.019874975711184
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,rolling_vol_200,340.7814199924469,36.0,0.0135764469745723
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,roc_5,736.2188526391983,58.0,0.0293303438161566
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,roc_10,240.57054913043976,25.0,0.009584129627682
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,roc_20,263.7066116333008,27.0,0.0105058510225205
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,rsi_14,273.0968987941742,30.0,0.0108799522153567
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,true_range_pct,296.94414258003235,25.0,0.0118300064781612
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,atr_pct_14,298.7298901081085,34.0,0.0119011491672945
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,bb_width_pct_20,405.0944197177887,41.0,0.016138623135955
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,bb_position_20,273.66386795043945,27.0,0.0109025397927147
lightgbm,tuned_volume_assisted,volume_assisted,tuned,1,volume_z20,1290.3178539276123,116.0,0.0514051849557421
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,minute_of_day_sin,1561.3393559455872,179.0,0.03919659094222771
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,minute_of_day_cos,1528.1271572113037,168.0,0.038362816424777416
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,day_of_week_sin,423.1408324241638,54.0,0.010622724685908504
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,day_of_week_cos,209.4101586341858,28.0,0.005257130229808445
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,month_sin,512.3027019500732,64.0,0.012861085817422275
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,month_cos,628.4250409603119,78.0,0.01577627514132326
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,is_after_gap,21.627560138702393,3.0,0.0005429483504703833
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,gap_minutes_from_prev_bar,21.833619594573975,3.0,0.0005481213630962547
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,open_rel_prev_close,773.9345462322235,101.0,0.019429213584609265
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,high_rel_prev_close,737.4487290382385,98.0,0.018513256623491476
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,low_rel_prev_close,782.7184298038483,92.0,0.019649728292017388
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_rel_prev_close,651.2366690635681,79.0,0.01634894888587769
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_1,258.2924871444702,29.0,0.006484294989106286
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_2,1319.6004853248596,129.0,0.033127865658083275
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_3,1152.2672176361084,120.0,0.028927053310885357
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_6,759.0508568286896,87.0,0.01905556650843717
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_12,827.8775573372841,105.0,0.020783424078583898
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_24,651.9700503349304,83.0,0.016367360031147814
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,log_ret_48,932.275637626648,111.0,0.02340428214680174
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,open_to_close_pct,532.7606511116028,65.0,0.013374671708758322
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,high_low_range_pct,605.2148504257202,71.0,0.015193595699720008
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,upper_wick_pct,939.9802024364471,117.0,0.0235977011329354
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,lower_wick_pct,973.630411863327,122.0,0.024442471674972304
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_position_in_bar,1752.028736591339,171.0,0.04398374603553644
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_sma_5_ratio,1391.6683278083801,82.0,0.03493709036708619
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_ema_5_ratio,1299.3386888504028,81.0,0.03261920407523156
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rolling_vol_5,947.4366464614868,113.0,0.023784891179237728
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_sma_10_ratio,623.5323543548584,57.0,0.015653446856266465
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_ema_10_ratio,761.1807398796082,78.0,0.019109036085299968
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rolling_vol_10,646.9559073448181,85.0,0.016241482648398923
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_sma_20_ratio,473.5093774795532,53.0,0.011887200118089993
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_ema_20_ratio,692.0585904121399,66.0,0.017373761426778968
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rolling_vol_20,639.1103689670563,85.0,0.01604452459610642
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_sma_50_ratio,616.0771408081055,75.0,0.015466287700464584
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_ema_50_ratio,477.1251006126404,57.0,0.011977970916935407
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rolling_vol_50,795.6079988479614,102.0,0.019973314041213934
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_sma_100_ratio,522.9637265205383,64.0,0.013128725147413086
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_ema_100_ratio,635.9765710830688,75.0,0.015965852273342938
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rolling_vol_100,1047.9999499320984,132.0,0.026309479222782848
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_sma_200_ratio,977.8641986846924,115.0,0.02454875863273182
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,close_ema_200_ratio,876.1735730171204,106.0,0.02199586976730189
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rolling_vol_200,750.4132300615311,92.0,0.018838723500019628
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,roc_5,1032.1534595489502,119.0,0.025911661542050633
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,roc_10,735.8164339065552,93.0,0.018472278725682172
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,roc_20,598.6244192123413,76.0,0.015028146442695898
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,rsi_14,722.8599421977997,87.0,0.01814701291871935
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,true_range_pct,564.4182605743408,71.0,0.014169419092531428
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,atr_pct_14,699.049530506134,88.0,0.017549265245421875
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,bb_width_pct_20,680.5263304710388,87.0,0.01708425019795516
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,bb_position_20,613.4444291591644,73.0,0.015400194880105309
lightgbm,tuned_volume_assisted,volume_assisted,tuned,2,volume_z20,1455.170523405075,165.0,0.03653127908413774
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,minute_of_day_sin,934.6260324716568,98.0,0.029915879421559197
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,minute_of_day_cos,1465.6632446050644,135.0,0.04691352837911243
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,day_of_week_sin,158.3941993713379,20.0,0.005069944132559832
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,day_of_week_cos,169.55537950992584,20.0,0.005427195597453545
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,month_sin,169.7160005569458,20.0,0.005432336819405716
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,month_cos,327.6601519584656,31.0,0.010487875638683837
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,is_after_gap,22.766860008239746,2.0,0.0007287306528503667
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,gap_minutes_from_prev_bar,13.902750015258789,3.0,0.0004450047170039371
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,open_rel_prev_close,500.599543094635,61.0,0.016023388017667783
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,high_rel_prev_close,676.1622471809387,74.0,0.02164286843432097
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,low_rel_prev_close,633.1216127872467,68.0,0.020265206798528525
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_rel_prev_close,379.23859083652496,44.0,0.01213881869464358
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_1,146.5285189151764,17.0,0.004690142743075163
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_2,712.442519068718,69.0,0.022804141715256573
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_3,888.5971447229385,62.0,0.02844256859138938
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_6,594.2597188949585,60.0,0.019021299940187964
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_12,519.1410980224609,60.0,0.016616873435618497
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_24,692.8717503547668,78.0,0.02217771281568327
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,log_ret_48,622.5672771930695,66.0,0.019927379453643767
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,open_to_close_pct,423.0532488822937,40.0,0.013541255585394122
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,high_low_range_pct,488.79455280303955,55.0,0.015645529222955947
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,upper_wick_pct,1004.835072517395,99.0,0.03216315812270689
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,lower_wick_pct,744.7437402009964,85.0,0.023838051967046685
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_position_in_bar,1216.0548257827759,93.0,0.03892396346153126
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_sma_5_ratio,1244.3046402931213,51.0,0.0398281946890073
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_ema_5_ratio,1401.6566467285156,42.0,0.04486477989818765
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rolling_vol_5,717.5909663438797,82.0,0.02296893525036139
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_sma_10_ratio,687.8858880996704,57.0,0.02201812336615604
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_ema_10_ratio,583.3445596694946,52.0,0.018671923209911626
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rolling_vol_10,819.1371084451675,91.0,0.026219264298861084
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_sma_20_ratio,384.6671886444092,40.0,0.012312579398718266
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_ema_20_ratio,367.4714891910553,39.0,0.011762172654690935
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rolling_vol_20,565.4189603328705,65.0,0.01809815354195634
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_sma_50_ratio,470.39780032634735,50.0,0.015056678699088602
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_ema_50_ratio,479.72521924972534,53.0,0.015355234410283825
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rolling_vol_50,510.5926637649536,65.0,0.016343251773471533
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_sma_100_ratio,494.0853600502014,45.0,0.01581487947230673
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_ema_100_ratio,422.567590713501,42.0,0.013525710446790101
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rolling_vol_100,689.5675580501556,84.0,0.022071950922545127
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_sma_200_ratio,659.5760099887848,75.0,0.021111969599216133
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,close_ema_200_ratio,633.3210393190384,71.0,0.020271590121773615
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rolling_vol_200,774.7994310855865,90.0,0.024800086399211208
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,roc_5,630.984386920929,61.0,0.020196797628344903
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,roc_10,690.8886394500732,72.0,0.022114236618099192
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,roc_20,548.1651331186295,60.0,0.01754588622158582
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,rsi_14,596.603031039238,77.0,0.01909630560140409
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,true_range_pct,415.6610598564148,46.0,0.013304643477581608
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,atr_pct_14,611.988312125206,71.0,0.019588763758831427
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,bb_width_pct_20,549.522449016571,57.0,0.017589331725272897
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,bb_position_20,601.7388331890106,66.0,0.019260694386337963
lightgbm,tuned_volume_assisted,volume_assisted,tuned,3,volume_z20,1184.8456575870514,116.0,0.03792500807172537
