track,feature_set,mode,feature,mean_gain_importance,mean_split_importance,mean_gain_share,std_gain_share,rank_by_mean_gain
tuned_price_only,price_only,tuned,roc_20,1165.2848778565724,122.66666666666667,0.017734428920967667,0.005200837864969594,30.0
tuned_price_only,price_only,tuned,roc_5,1709.9314546585083,170.33333333333334,0.027414163610267033,0.004739227468375434,7.0
tuned_price_only,price_only,tuned,rolling_vol_10,1224.631997903188,133.66666666666666,0.0185445793704231,0.0035435555343334485,28.0
tuned_price_only,price_only,tuned,rolling_vol_100,1440.0089581807454,157.66666666666666,0.021139339844084466,0.007478858648899618,16.0
tuned_price_only,price_only,tuned,rolling_vol_20,1154.0980829397838,126.0,0.0179703915586179,0.001861592438692937,31.0
tuned_price_only,price_only,tuned,rolling_vol_200,1592.2512062390645,171.66666666666666,0.02390618449175533,0.006872949312076064,10.0
tuned_price_only,price_only,tuned,rolling_vol_5,1462.4475928942363,159.33333333333334,0.022300937464906866,0.005501262826415627,14.0
tuned_price_only,price_only,tuned,rolling_vol_50,1486.1625406742096,161.66666666666666,0.0227159092962886,0.003766701581787728,12.0
tuned_price_only,price_only,tuned,rsi_14,1308.3259786764781,141.33333333333334,0.019857110498003264,0.0035598578914956837,24.0
tuned_price_only,price_only,tuned,true_range_pct,973.741935412089,103.0,0.0147596249235993,0.004041461088126294,38.0
tuned_price_only,price_only,tuned,upper_wick_pct,1900.6168333689373,191.66666666666666,0.029826578520583333,0.001840013496553511,6.0
tuned_volume_assisted,volume_assisted,tuned,atr_pct_14,536.5892442464828,64.33333333333333,0.016346392723849267,0.003982465474347355,30.0
tuned_volume_assisted,volume_assisted,tuned,bb_position_20,496.28237676620483,55.333333333333336,0.015187809686385991,0.0041831229548759145,32.0
tuned_volume_assisted,volume_assisted,tuned,bb_width_pct_20,545.0477330684662,61.666666666666664,0.016937401686394352,0.0007364185065510638,28.0
tuned_volume_assisted,volume_assisted,tuned,close_ema_100_ratio,445.09833391507465,48.333333333333336,0.013505694965803913,0.002470225866014858,40.0
tuned_volume_assisted,volume_assisted,tuned,close_ema_10_ratio,539.9751529693604,51.333333333333336,0.016250890495529566,0.0045771235062791495,29.0
tuned_volume_assisted,volume_assisted,tuned,close_ema_200_ratio,669.4583165248235,74.66666666666667,0.020714145200086503,0.0011275811045439001,15.0
tuned_volume_assisted,volume_assisted,tuned,close_ema_20_ratio,424.2638192971547,42.333333333333336,0.012544029721875434,0.004490150214499829,42.0
tuned_volume_assisted,volume_assisted,tuned,close_ema_50_ratio,379.9271330833435,42.666666666666664,0.011540342216939977,0.004051472280183007,43.0
tuned_volume_assisted,volume_assisted,tuned,close_ema_5_ratio,1678.01171652476,63.0,0.056810113464807965,0.031888235652837556,2.0
